G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;R;R;R;R;R;R;R;R;R;R;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;R;H;G;G;G;G;R;G;G;R;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;R;G;G;G;G;G;R;G;G;R;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;R;G;G;G;G;G;R;G;G;R;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;R;G;G;G;G;G;R;G;G;R;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;R;G;G;G;G;H;R;G;H;R;GD;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;R;G;G;G;G;G;R;G;G;R;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;R;G;G;G;G;G;R;G;G;R;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;R;G;G;G;G;G;R;G;G;R;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;R;G;G;G;G;G;R;G;G;R;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;R;R;R;R;R;R;R;R;R;R;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;R;G;G;R;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;R;G;G;R;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;R;G;G;R;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;R;G;G;R;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;R;G;G;R;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;R;G;G;R;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;R;H;G;R;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;R;R;R;R;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
