G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;G;G;H;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;G;G;R;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;G;G;R;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;G;G;R;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;R;R;R;R;R;R;R;R;R;R;R;R;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;R;G;R;G;G;G;R;G;G;G;G;R;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;R;G;R;G;G;G;R;G;G;G;G;R;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;R;G;R;G;G;G;R;G;G;G;G;R;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;H;G;G;R;G;R;G;G;G;R;G;G;G;G;R;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;R;G;G;R;G;R;G;G;G;R;G;G;G;G;R;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;R;G;G;R;G;R;G;G;G;R;G;G;G;G;R;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;R;G;G;R;G;R;G;G;G;R;G;G;G;G;R;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;R;G;G;R;G;R;G;G;G;R;G;G;G;G;R;G;GD;G;G;G;G;G;G
G;G;G;G;G;G;G;R;G;G;R;G;R;G;G;G;R;G;G;G;G;R;R;R;G;G;G;G;G;G
G;G;G;G;G;G;G;R;G;G;R;G;R;G;G;G;R;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;R;G;G;R;G;R;G;G;G;R;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;R;G;G;R;G;R;G;G;G;R;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;R;G;G;R;G;R;H;G;G;R;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;R;G;G;R;G;R;R;R;R;R;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;R;R;R;R;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;R;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;R;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;R;R;R;R;R;H;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
